,mean,sd,1%,5%,25%,50%,75%,95%,99%
Irr,0.9697832852033336,0.12550427080395438,0.6940724844292426,0.769496439858217,0.8827760550968196,0.966238988991241,1.0540527477742365,1.1794679405774444,1.273769584359234
Irf,0.018283327325607245,0.01430598553600852,0.0045655398920978205,0.006099400141871435,0.010165957870582063,0.014318592566116277,0.022227348372952448,0.04253194856735003,0.0609945639739495
Ifr,1.640346544475572,7.88442894614325,-27.948009500828377,-14.249953144145232,-1.2253518619427872,3.9217103259283705,6.498322799987378,9.920740524198317,13.397339911011954
Iff,1.0791708290629634,0.08358249036593203,0.8785331409488795,0.9501702108521056,1.0264138302394392,1.0751722244302242,1.1295800559173408,1.2193073056942436,1.2995007136049277
