rel_lag,br_median,br_mean,br_std,br_count,bf_median,bf_mean,bf_std,bf_count
-2,0.0002484771580158626,0.00023881818290843622,0.00477908385775736,53,-0.15529087981554016,0.05855410250831519,3.0105667708570327,53
-1,-0.0003574394215391536,-0.0017210804794584554,0.007497774379459983,53,0.4975831104698607,0.2813195125882769,3.358756849577932,53
0,0.00026678780420364307,0.00019583406721709122,0.0035946711554697823,53,0.0037213141446939477,-0.0595245966875655,3.0505498456357003,53
1,-0.0007190614512618227,-0.0013691610963515732,0.005578201464280941,53,1.354787253822221,0.5177666656798263,3.3746982717772656,53
2,-0.0009417019486441965,-0.000505172273670892,0.0036327488852416537,53,1.492375421692749,0.9442096368638759,3.4929975608411663,53
